StationName,StationCode,TargetLatitude,TargetLongitude
San Pedro Creek above Holister Road,315SPC,34.43559998,-119.830771
San Pedro Creek at Cathedral Oaks Road,GVWSP3,34.45074,-119.84216
San Pedro Creek at Oddstead,202-SANPE-11,37.58237,-122.47678
San Pedro Creek near Hollister Avenue,GVWSP1,34.43512,-119.83156
San Pedro Creek North Fork,202-SANPE-12,37.58359,-122.47495
"San Ramon Creek, 1.7 mi. SSE of Walnut Creek, South Main St.",207R01163,37.88733,-122.05541
San Simeon Creek at campground bridge,310-SANSI-41,35.59481802,-121.1220763
San Simeon Creek at Red Mountain Road,310-SANSI-42,35.60679535,-121.0909568
San Simeon Creek at San Simeon Creek Road,310SSU,35.60887798,-121.076628
San Simeon Creek at State Park foot bridge,310SSC,35.59453898,-121.121021
San Vicente at Cypress Ave. Culvert-202SVC002,202SVC002,37.523035,-122.51142
San Vicente at Etheldore Street bridge-202SVC008,202SVC008,37.522797,-122.506549
San Vicente at Fitzgerald Marine Reserve-202SVC001,202SVC001,37.524176,-122.517611
San Vicente Creek - downstream-V1,V1,37.52409674,-122.5174972
San Vicente Creek - upstream of 1-V2,V2,37.523421,-122.5157215
San Vicente Creek - upstream of 2-V3,V3,37.52290875,-122.5112572
San Vicente Creek - upstream of 3-V4,V4,37.52276009,-122.5087668
San Vicente Creek - upstream of 4-V5,V5,37.52252635,-122.5062623
San Vicente Creek - upstream of 5-V6,V6,37.528919,-122.497592
San Vicente Creek at Cypress Avenue,202-SANVI-11,37.52345,-122.51292
San Vicente Creek at the gate at the end of San Vicente Creek Road,304SVC,37.02095,-122.1867
San Vicente Creek on San Vicente Street in Davenport,304-SANVI-21,37.01343,-122.18197
San Ysidro Creek @ Jamison Lane,315YSI,34.42119198,-119.622159
Santa Ana River at Highgrove,801AHG857,34.0181,-117.369
Santa Ana River MWD Crossing,801SAMWDx,34.0683,-117.293
Santa Cruz Municipal Wharf-East at Cowell Beach,Wharf-East,36.961995,-122.022464
Santa Cruz storm drain on Bay Street at Escalona,304-SCSD-03,36.969358,-122.04617
Santa Cruz storm drain on Grandview Drive between Escalona and Beachview,304-SCSD-05,36.961208,-122.05263
Santa Cruz storm drain on Merced Avenue at West Cliff Drive,304-SCSD-02,36.949631,-122.0484
Santa Cruz storm drain on Woodrow Avenue at West Cliff Drive,304-SCSD-04,36.9531,-122.0377
Santa Fe Rd. Overpass,EDC-010,33.03389,-117.23556
Santa Gertrudis_Browning St SD Stg 3,902MS4263,33.5681,-117.11
Santa Margarita Creek at El Camino Real and Asuncion Road,309-SMARG-41,35.42872499,-120.6055576
Santa Margarita River MLS,SMR-MLS,33.39814,-117.26273
Santa Maria River above Estuary,312SMA,34.96377398,-120.641796
Santa Maria River at Bull Canyon Road,312SBC,34.97112498,-120.40168
Santa Maria River at Highway 1,312SMI,34.97720698,-120.569832
Santa Monica Canyon Channel Lower,405SMB047,34.02832,-118.51867
Santa Monica Canyon Channel Upper,405SMB046,34.03313,-118.51264
Santa Monica Canyon Creek at confluence between Mandeville and Sullivan,405SMB051,34.05976,-118.49535
Santa Monica Creek @ Carpenteria Avenue,315SMC,34.40478798,-119.527854
Santa Monica Creek at Via Real,CMWSM01,34.40403,-119.52878
Santa Paula-2,DRY-SPA2,34.3438,-119.078
Santa Rita Creek @ Santa Rita Creek Park,309RTA,36.7254033,-121.6500511
Santa Rita Creek at Bellizona,309-SRITA-32,36.73548447,-121.639322
Santa Rita Creek at North Main Street and East Bolivar Street,309-SRITA-36,36.72461628,-121.65603
Santa Rita Creek at Russell Road,309-SRITA-34,36.73033412,-121.642424
Santa Rita Creek at the 14th hole Salinas Valley Golf Course,309-SRITA-33,36.75049829,-121.6318838
Santa Rita Creek at Van Buren Avenue,309-SRITA-35,36.72582494,-121.6494854
Santa Rita Creek behind church,309-SRITA-39,36.738943,-121.634861
Santa Rita Creek below Ferrasci Park,309-SRITA-37,36.734477,-121.641882
Santa Rita Creek below Salinas Valley Golf Course,309-SRITA-38,36.743037,-121.632747
Santa Rosa Ck at Moonstone Beach Drive,310SRO,35.56798798,-121.103195
Santa Rosa Creek at Ferrasci Road,310-SANTA-42,35.56784339,-121.0653303
Santa Rosa Creek at Ferrassi Road,310SRU,35.56800198,-121.064038
Santa Rosa Creek at Hwy 1 MBNMS,310-SANTA-41,35.56116956,-121.0942734
Santa Rosa Creek at Los Alamos Road,114SR6158,38.45703,-122.63092
Santa Rosa Creek at Prince Memorial Greenway,114SR3260_SWAMP,38.43501,-122.71866
Santa Rosa Creek at Railroad Street-114SR3260,114SR3260,38.43481,-122.71968
Santa Rosa Creek at Windsor,310-SANTA-43,35.56818644,-121.1043256
Santa Ynez Canyon Creek Middle,405SMB045,34.07024,-118.56303
Santa Ynez Canyon Creek Upper,405SMB45A,34.07757,-118.56782
Santa Ynez River at 13th Street,314SYN,34.67661698,-120.553388
Santa Ynez River at Floradale Rd,314SYF,34.67213098,-120.492103
Santa Ynez River at Highway 101,314SYI,34.60621998,-120.192527
Santa Ynez River at Highway 246,314SYL,34.64387198,-120.430452
Santa Ynez River at Paradise Road,314SYP,34.54622898,-119.776256
Santa Ynez River d/s Lake Cachuma at Highway 154,314SYC,34.58799798,-120.026511
Santa Ysabela Creek on Turri Road,310-SYB-41,35.330626,-120.81664
SAR 0 OFF_B03,B03_SAR 0 OFF,33.62791,-117.9591
SAR 0_B03,B03_SAR 0,33.62902,-117.9583
SAR 225 L OFF_B03,B03_SAR 225 L OFF,33.62666,-117.9572
SAR 225 L_B03,B03_SAR 225 L,33.62754,-117.9565
SAR 225 R OFF_B03,B03_SAR 225 R OFF,33.62877,-117.9614
SAR 225 R_B03,B03_SAR 225 R,33.62978,-117.9607
SAR 25 L OFF_B03,B03_SAR 25 L OFF,33.62774,-117.9587
SAR 25 L_B03,B03_SAR 25 L,33.62882,-117.9579
SAR 25 R OFF_B03,B03_SAR 25 R OFF,33.628,-117.9595
SAR 25 R_B03,B03_SAR 25 R,33.62912,-117.959
SAR 450 L OFF_B03,B03_SAR 450 L OFF,33.626,-117.95528
SAR 450 L_B03,B03_SAR 450 L,33.62672,-117.95481
SAR 75 L OFF_B03,B03_SAR 75 L OFF,33.62746,-117.9582
SAR 75 L_B03,B03_SAR 75 L,33.62853,-117.9576
SAR 75 R OFF_B03,B03_SAR 75 R OFF,33.6283,-117.96
SAR 75 R_B03,B03_SAR 75 R,33.62916,-117.9595
SAR at MWD Crossing,801MSS1,33.9681,-117.4479
SAR at Pedley Ave,801MSS4,33.9552,-117.5327
Saratoga Creek at Bowers Park-205SAR005,205SAR005,37.35755,-121.97317
Sardine Creek above McKay Creek,631SDCB02,38.3142,-119.608
Sardine Creek below McKay Creek,631SDCB01,38.3123,-119.601
"SAR-N-Huntington State Beach, Orange",SAR-N,33.6299,-117.96
"SAR-S-Newport Beach, Orange",SAR-S,33.6288,-117.957
Saturn Blvd,TJN-040,32.55932,-117.09284
Sausal at Lions Pool,204SAU060,37.80572,-122.21577
Sawmill Creek at Blackrock Springs Rd-Old Hwy 395 Junction,SAW.50,36.91681615,-118.2557979
"SC-010-San Onofre State Beach, San Diego",SC-010,33.379,-117.573
"SC-020-San Onofre State Beach, San Diego",SC-020,33.383,-117.576
"SCB-San Carlos Beach, Monterey",SCB,36.6096,-121.895
Scenic Road & Santa Lucia Avenue -18in Discharge,203CAR100-DIS-18,36.5464,-121.929
Scenic Way - 36in Discharge,203MON010-DIS-36,36.5444,-121.933
Scenic Way - Receiving Water,203MON010-REC,36.5444,-121.933
Schell Creek at Hwy 121,206SCH009,38.24625,-122.4350799
"Schooner Gulch-Schooner Bay, Mendocino",Schooner Gulch,38.867,-123.656
"SCHOONMAKER BEACH-Schoonmaker Beach, Marin",SCHOONMAKER BEACH,37.8639,-122.489
Scott Creek - Reference Site Receiving Water,204ANO010-REF,37.0411,-122.231
Scott Creek 4.0 miles up Swanton Road,304-SCOTT-22,37.07999,-122.24715
Scott Creek at Archibald Creek Park,304-SCOTT-24,37.05373,-122.22679
Scott Creek at Hwy 1,304-SCOTT-25,37.04088,-122.22861
Scott Creek Lagoon at Highway 1,304SCO,37.04052698,-122.22769
Scott Creek lower,304-SCOTT-23,37.10713,-122.29933
Scott Creek upper,304-SCOTT-21,37.08666,-122.24925
Scott Creek upstream Big Creek residences,304SCM,37.10439149,-122.2506206
Scott River at Gage,QVIR_SRGA,41.64,-123.0138
Scott River at Horn Lane,QVIR_HORN,41.45741,-122.85248
"Scott River at Jones Beach, River Right",QVIR_SRJB,41.63944,-123.0591
Scott River East Fork,QVIR_SREF,41.30664,-122.7974
Scott River near mouth,SC00150,41.76583,-123.02111
Scott River South Fork,QVIR_SRSF,41.29569,-122.809
Scott River under Blacks Bridge,QVIR_ELLR,41.51929,-121.14838
"SDA-Asilomar State Beach, Monterey",SDA,36.619,-121.941
"SE-010-Fletcher Cove, San Diego",SE-010,32.9925,-117.275
"SE-020-Solana Beach City Beaches, San Diego",SE-020,32.999,-117.278
"SE-030-Cardiff State Beach, San Diego",SE-030,33.006,-117.279
"SE-040-Cardiff State Beach, San Diego",SE-040,33.0127,-117.281
"SE-050-Cardiff State Beach, San Diego",SE-050,33.0136,-117.281
"SE-060-Cardiff State Beach, San Diego",SE-060,33.0184,-117.284
"SE-070-San Elijo State Beach, San Diego",SE-070,33.0216,-117.285
Seaside storm drain Bay Street outfall,309-SSD-02,36.61510762,-121.8542186
Seaside storm drain weir across from Home Depot on Canyon Del Rey,309-SSD-03,36.60891061,-121.8577083
Secret Ravine upstream of Miners Ravine confluence,519PLA910,38.759381,-121.256475
SEL 0MSL_B03,B03_SEL 0MSL,33.01517,-117.2824
SEL 0MSZ_B03,B03_SEL 0MSZ,33.01428,-117.2841
SEL 225LSL_B03,B03_SEL 225LSL,33.01355,-117.2813
SEL 225LSZ_B03,B03_SEL 225LSZ,33.01263,-117.2829
SEL 225RSL_B03,B03_SEL 225RSL,33.0168,-117.2832
SEL 225RSZ_B03,B03_SEL 225RSZ,33.01671,-117.284
SEL 25LSL_B03,B03_SEL 25LSL,33.01499,-117.2822
SEL 25LSZ_B03,B03_SEL 25LSZ,33.01406,-117.2839
SEL 25RSL_B03,B03_SEL 25RSL,33.01531,-117.2826
SEL 25RSZ_B03,B03_SEL 25RSZ,33.01455,-117.2842
SEL 300RSL_B03,B03_SEL 300RSL,33.01806,-117.28333
SEL 300RSZ_B03,B03_SEL 300RSZ,33.01806,-117.28333
SEL 500LSL_B03,B03_SEL 500LSL,33.01167,-117.27972
SEL 500LSZ_B03,B03_SEL 500LSZ,33.01167,-117.27972
SEL 75LSL_B03,B03_SEL 75LSL,33.01466,-117.2819
SEL 75LSZ_B03,B03_SEL 75LSZ,33.01378,-117.2836
SEL 75RSL_B03,B03_SEL 75RSL,33.0156,-117.2829
SEL 75RSZ_B03,B03_SEL 75RSZ,33.01546,-117.2844
Sequoia Nature Trail,202PES194,37.2503,-122.21972
"SEW7-Sewers, San Luis Obispo",SEW7,35.1667,-120.694
SFK Stanislaus above Herring Crk confluence,HC3-UCD-Tate,38.201727,-119.999217
SFK Stanislaus at Strawberry Compound,HC2-UCD-Tate,38.185378,-120.030495
SGAB 0 OFF_B03,B03_SGAB 0 OFF,33.73904,-118.1173
SGAB 0_B03,B03_SGAB 0,33.74031,-118.1167
SGAB 225 L OFF_B03,B03_SGAB 225 L OFF,33.73939,-118.1137
SGAB 225 L_B03,B03_SGAB 225 L,33.73989,-118.1135
SGAB 25 L OFF_B03,B03_SGAB 25 L OFF,33.73951,-118.1155
SGAB 25 L_B03,B03_SGAB 25 L,33.74472,-118.0693
SGAB 450 L OFF_B03,B03_SGAB 450 L OFF,33.73888,-118.11149
SGAB 450 L_B03,B03_SGAB 450 L,33.73936,-118.11137
SGAB 75 L OFF_B03,B03_SGAB 75 L OFF,33.73949,-118.115
SGAB 75 L_B03,B03_SGAB 75 L,33.74011,-118.115
Shackleford Cr. above Campbell Lake tributary (directly above log crossing),QVIR_SF08,41.54436,-123.0922
Shackleford Cr. above confluence with Long High Cr.,QVIR_SF07,41.55097,-123.0744
Shackleford Cr. above Log Lake,QVIR_SF11,41.54243,-123.106
"Shackleford Cr. at gate below meadow complex, directly below rock wall",QVIR_SF05,41.55739,-123.0635
Shackleford Cr. below corral and culvert,QVIR_SF03,41.5621,-123.04741
Shackleford Cr. below Log Lake Meadow complex and slightly above lake,QVIR_SF10,41.54439,-123.0996
Shackleford Creek above Campbell Lake tributary,SF8-UCD-Tate,41.54435857,-123.0922478
Shackleford Creek above corral,SF4-UCD-Tate,41.56173302,-123.0497101
Shackleford Creek above Log Lake Meadow,SF11-UCD-Tate,41.54209364,-123.1073269
Shackleford Creek above Long High Creek,SF7-UCD-Tate,41.55097391,-123.0744029
Shackleford Creek above Shackleford Falls,SF2-UCD-Tate,41.59265693,-122.999688
Shackleford Creek aboveBull meadow tributary,SF12-UCD-Tate,41.54043411,-123.109626
Shackleford Creek at falls,QVIR_SHFL,41.59055,-123.0008
Shackleford Creek at gate below meadow complex,SF5-UCD-Tate,41.5575197,-123.0636656
Shackleford Creek at Quartz Valley,QVIR_SRES,41.59333,-122.975
Shackleford Creek below corral and culvert,SF3-UCD-Tate,41.56229208,-123.0482954
Shackleford Creek below Log Lake Meadow,SF10-UCD-Tate,41.54439744,-123.0996334
Shackleford Creek below Shackleford Falls,SF1-UCD-Tate,41.59267488,-122.9959925
Shackleford Creek near mouth,QVIR_CHTH,41.61528,-122.9655
Shag Slough at Liberty Island Bridge,511XSSLIB,38.3068,-121.6934
"Sharks Inlet, shoreline",310SIN,35.31593109,-120.8633217
"Sharp Park Beach #3-Sharp Park Beach, San Mateo",Sharp Park Beach #3,37.6299,-122.495
"Sharp Park Beach #6-Sharp Park Beach, San Mateo",Sharp Park Beach #6,37.6322,-122.495
Shasta River near mouth,SH00050,41.825,-122.5925
Shearer Crossing,SLR-020,33.2191,-117.3576
"Sheep Cr, below Scout Camp",628SHP001,34.25364,-117.12391
"SHELL BEACH-Shell Beach, Marin",SHELL BEACH,38.1166,-122.873
Shepherd Creek immediately upstream of Foothill Road culvert,SHE.50,36.71858786,-118.2478163
Sierra Drive,204SMA080,37.55722,-122.34194
Silver Canyon Creek at 3rd creek crossing by Silver Canyon Road (going upstream),SIL.50,37.40800799,-118.2890534
Silver Creek,SVC-HWY4,38.620283,-119.742017
Silver Creek at Silver Mountian City,632SVRB40,38.60462,119.76905
"Silver Creek, above East Fork Carson River",632SVRB10,38.62935,-119.72345
Silver Fork American River at Wildwood,514ELD006,38.769983,-120.310417
Silver Fork American River) @ China Flat campground,514AMR807,38.7536,-120.2680667
Sisquoc River At Santa Maria Mesa Road,312SIS,34.89370198,-120.305173
Sisquoc River upstream Tepusquet at USGS gage,312SIV,34.83965498,-120.167544
SJR @ Crows Landing,535STC504,37.43323,-121.01597
SJR @ Fremont Ford,541MER538,37.30944,-120.92916
SJR @ Hills Ferry,541STC512,37.3425,-120.9772222
SJR @ Patterson,541STC507,37.49777778,-121.0816667
SJR @ Sack Dam,541MAD007,36.98361111,-120.5002778
SJR above Merced River (Hills Ferry)-SJRI_09,SJRI_09,37.34756944,-120.9751833
SJR at Fort Washington Beach,545FRE503,36.88849,-119.78751
SJR at Fremont Ford-SJRI_17,SJRI_17,37.30891389,-120.9295
SJR at Friant Cove,545FRE504,36.99109,-119.71361
SJR at Gravelly Ford-SJRI_05,SJRI_05,36.79774167,-120.1597778
SJR at Highway 152-SJRI_16,SJRI_16,37.05578611,-120.5500361
SJR at Highway 99 (Camp Pashayan)-SJRI_04,SJRI_04,36.843225,-119.9321917
SJR at Lost Lake County Park,545FRE502,36.97381,-119.73725
SJR at Wildwood Native park,545MAD008,36.87605,-119.79358
SJR below Friant Dam (Lost Lake)-SJRI_01,SJRI_01,36.9784,-119.7321194
SJR below Mendota Dam-SJRI_07,SJRI_07,36.78891944,-120.3734528
Skunk Creet upstream of FS Road 3N01 crossing,SC,37.931333,-120.002213
Skyline at Forest Knoll Road,309-SKYLI-31,36.58329615,-121.915601
Small outlet next to J30d-6.  South of Woodglen Vista Drive.,J30d-8,32.8658,-116.974
"Small outlet under bridge, under Woodglen Vista Drive",J30d-7,32.8658,-116.974
SMB-5-1,SMB-5-1,33.9039,-118.4225
SMB-5-2,SMB-5-2,33.89444,-118.418
SMB-5-3,SMB-5-3,33.88422,-118.411
SMB-5-4,SMB-5-4,33.87146,-118.40663
SMB-5-5,SMB-5-5,33.86112,-118.4027
SMB-6-1,SMB-6-1,33.85199,-118.398
SMB-6-2,SMB-6-2,33.83908,-118.39
SMB-6-3,SMB-6-3,33.83378,-118.39
SMB-6-4,SMB-6-4,33.83207,-118.39071
SMB-6-5,SMB-6-5,33.81944,-118.39
SMB-6-6,SMB-6-6,33.8044,-118.39424
SMB-MC,7-336,34.03488,-118.68132
Smithneck Cr above Alder Cr,SM7-UCD-Tate,39.59689805,-120.1682316
Smithneck Cr above Pats Meadow,SM11-UCD-Tate,39.55721662,-120.1564522
Smithneck Cr above Trosi Meadow,SM13-UCD-Tate,39.54907111,-120.1911701
Smithneck Cr below Lewis Mill Meadow,SM8-UCD-Tate,39.58173249,-120.1621438
Smithneck Cr below Trosi Meadow,SM12-UCD-Tate,39.54877918,-120.1895295
Sniktaw Creek,QVIR_SNCR,41.61473,-122.9815
"So. Branch Robinson Creek, upstream bridge",630RBS008,38.25845,-119.27229
So. Fork Rec.,554ISA050,35.6621,-118.43707
Soberanes Creek - Reference Site Receiving Water,203LOB020-REF,36.4563,-121.925
Soberanes Creek Bridge Trail,308-SOBER-31,36.45597729,-121.9237633
Soda Lake North Tributary at Seven Mile Road,311SLN,35.26836998,-119.926872
Soda Lake northeast culvert @ Seven Mile Rd,311SLE,35.28043198,-119.90895
Solana Beach_1_Carlsbad,SB_1,-88,-88
Solana Beach_12_San Dieguito River,SB_12,-88,-88
Solana Beach_14_San Dieguito River,SB_14,-88,-88
Solana Beach_25_San Dieguito River,SB_25,-88,-88
Solstice Canyon Creek Lower,404SMB022,34.03194,-118.74287
Solstice Canyon Creek Middle,404SMB021,34.03849,-118.75234
Solstice Canyon Creek Upper at waterfall,404SMB21A,34.04975,-118.7532
Sonoma Creek @ Watmaugh Road Bridge,206SON020,38.26575,-122.46737
Sonoma Creek at 986 Warm Springs Road,206SON210,38.40492,-122.55097
Sonoma Creek at Aqua Caliente,206SON011,38.3228747,-122.494566
Sonoma Creek at Cypress Ave,206SONCYP,38.412172,-122.553719
Sonoma Creek at Glen Allen,206SON160,38.36376,-122.526167
Sonoma Creek at Maxwell Park,206SON050,38.2984,-122.4812
Sonoma Creek at USGS Gage 11458433,206SON32b,38.419583,-122.5641039
Sonoma Creek near Sonoma Ecology Center,206SON140,38.3507,-122.5162667
Soquel Creek at Knob Hill Parking Lot,304SOK,36.98014342,-121.9562397
Soquel Creek at Nob Hill,304-SOQUE-21,36.9804,-121.9578
Soquel Creek at Soquel Creek Road,304SOU,37.03089318,-121.9453001
Soquel Creek Lagoon at RR Trussels,304SOQ,36.97343998,-121.952823
Soquel Creek Lagoon Outlet and Mouth,304-SOQUE-22,36.971897,-121.952406
Soquel Creek Mid,304-SOQUE-28,36.9804,-121.9578
Soquel Creek Upper,304-SOQUE-26,36.9835,-121.959
"South Beach-Keller Beach (Contra Costa Co), East Bay Parks District",Keller South Beach,37.9207,-122.387
South Fork American River @ Kyburz,514AMR806,38.76295,-120.3256167
South Fork American River @ Lotus; Downstream of Coloma Recreation,514AMR805,38.80381667,-120.9097333
South Fork American River @ Salmon Falls Road,514AMR808,38.77273333,-121.0352
South Fork Bishop at Home St,603BSP010,37.36886,-118.40221
South Fork Bishop Cr above Bishop Cr Canal,603BSP004,37.36786,-118.38625
South Fork Bishop Cr at Creekside Inn,603BSP008,37.36733,-118.39582
South Fork Bishop Cr at Hanby St,603BSP005,37.36782,-118.38846
South Fork Bishop Cr at Spruce St,603BSP006,37.36782,-118.39061
South Fork Kern River@Fay Ranch Road,554SKR010,35.6724,-118.28996
South Fork Kings River @ 180 & Cedar Grove,552KIN903,36.79807,-118.68753
South Fork Kings River @ Hotel Creek and  Cedar Grove,552KIN901,36.78925,-118.66905
South Fork Kings River @ Lewis Creek Trailhead,552KIN902,36.79934,-118.6916
South Fork Kings River @ Muir Rock,552KIN900,36.79353,-118.5838
South Fork Mokelumne River at Railroad Flat Bridge,532CAL010,38.358076,-120.5025386
South Fork Pit at Hwy 395,526P00014,41.46124,-120.54996
South Fork Pit near Alturas,526P00004,41.47361,-120.55528
South fork Ribicon Creek above Hwy 89,634RCSB10,38.97774,-120.10329
South Fork Trinity River Swimming Hole,USF1-UCD-Tate,40.24563888,-123.1266268
South Fork Yuba River at Emerald Pools,517SFYEPS,39.321278,-120.655831
South Fork Yuba River at Indian Springs Campground,517SFYISC,39.32808,-120.57056
South Yuba River at Bridgeport,516NEV900,39.29265559,-121.1977752
South Yuba River at Hwy 49,516NEV911,39.29794,-121.08939
South Yuba River at Plavada,517NEV110,39.317149,-120.4412263
South Yuba River at Van Norden Dam,517NEV111,39.32152892,-120.3787686
South Yuba River below Towle Mountain Road,516NEV910,39.32908,-120.40977
SouthBeachAtCreekMouth,LeoCarilloSouthBeach_A,34.044417,-118.933673
SouthBeachAtLifeGuardTower,LeoCarilloSouthBeach_B,34.045124,-118.932959
Southwest corner of 2245 N. Glassell building,2245South,33.8252,-117.85278
Spanish Creek at Hwy 70 USFS campground,518PLU900,40.00742,-120.96111
Spanish Creek below confluence with Greenhorn Creek,518XSPNGR,39.9735,-120.9103
Spanish Creek below Greenhorn Creek,518SPCBGC,39.97352,-120.91031
"SPB-Spanish Bay Beach, Monterey",SPB,36.6104,-121.948
Spring at Lewis Mill,SM14-UCD-Tate,39.56698713,-120.1570422
Spring Cr @ Spring Cr Rd bridge,526SC0003,41.10191,-121.51764
Springhill,554KER010,35.86356,-118.4483
SP-RW-18-East San Pedro Bay,SP-RW-18,33.75383222,-118.1813321
"SPY6-Spyglass Park, San Luis Obispo",SPY6,35.1598,-120.686
Squaw Creek (TRWC),MTRSQCR00,39.21148,-120.19848
"Squaw Creek, above Truckee River",635SQLB01,39.21145,-120.19955
Squaw Lake,715CRSQLK,32.89685,-114.4701
Squirrel Creek above confluence with Clear Creek,516NEV908,39.200883,-121.176433
Squirrel Creek at Rough and Ready Hwy and Rex Reservoir Rd.,517NEV106,39.224537,-121.145058
Squirrel Creek at Valley Drive,517NEV103,39.211954,-121.16289
Squirrel Creek below Clear Creek,517SCBCCx,39.201,-121.1768333
Squirrel Creek- downstream of swimming hole,516NEV909,39.204047,-121.190609
Squirrel Creek in Western Gateway Park,516NEV906,39.204047,-121.190609
SR 94 East,SWT-030,32.73342,-116.94072
"SSB-Seaside Beach, Monterey",SSB,36.6153,-121.855
St. Johns River,558SJRSP2,36.355911,-119.278719
St. Johns River - Ave. 328 BRIDGE,558STJ011,36.384955,-119.34655
Stanislaus R. @ Camp Nine Road,534CAL201,38.13916667,-120.3711111
Stanislaus R. @ Parrots Ferry Bridge,534TUO201,38.04611111,-120.4486111
Stanislaus River @ Knights Ferry,535STC201,37.82222222,-120.6597222
Stanislaus River at Caswell Park,535STC514,37.7025,-121.1772222
Stanislaus River-South Fork at Strawberry,534TUO203,38.194921,-120.015882
"State Park Marina, shoreline",310SPM,35.34627307,-120.8432934
"STCO-Stillwater Cove, Monterey",STCO,36.566,-121.941
Stenner Creek at Nipomo Street,310SCN,35.28046398,-120.666913
Stevens Creek at Blackberry Farm,205STE064,37.31735,-122.06182
Stevens Creek at McClellan Ranch,205STE065,37.313212,-122.064115
Stevens Creek below the dam-205STE071,205STE071,37.30253,-122.07487
Stewart/Fox Creek,VRW009,34.43517,-119.2479
Stillwater Creek at Dersch Road,508STLDER,40.47975,-122.25887
Stillwater Pier -18in Discharge,203PEB030-DIS-18,36.5666,-121.943
"Stillwater-Still Water Cove Regional Park Beach, Sonoma",Stillwater,38.547,-123.298
"STINSON BEACH - CENTRAL-Stinson Beach, Marin",STINSON BEACH - CENTRAL,37.8963,-122.641
"STINSON BEACH - NORTH-Stinson Beach, Marin",STINSON BEACH - NORTH,37.8972,-122.643
"STINSON BEACH - SOUTH-Stinson Beach, Marin",STINSON BEACH - SOUTH,37.8939,-122.638
Stone Corral I.D. Discharge,558SCDSP3,36.463808,-119.222917
Stony Creek at The Nature Conservancy,504GLE001,39.69427,-121.989604
Stony Creek on Hwy 45 near Rd 24 (SVWQC),504XSTYHY,39.71005,-122.00404
Storm Drain at Creekside Plaza,304-CSD-06,36.983419,-121.958828
Struve Slough at Harkins Slough Road,305-STRUV-21,36.9151,-121.7801
Struve Slough at Lee Road,305STL,36.90384184,-121.7823071
Struve Slough at Lee Road MBNMS,305-STRUV-22,36.9036,-121.7825
Sullivan Canyon Creek Lower at confluence with SMC and Mandeville,405SMB069,34.06101,-118.49506
Sullivan Canyon Creek Upper,405SMB050,34.06919,-118.50327
Sullivan Creek @ Algerine Road,536TUO207,37.91833333,-120.3955556
Sullivan Creek at Elsies Pool,536TUO230,37.97333,-120.34994
Sunnymead Channel,802SNY316,33.9176,-117.243
"Sunset Rd.-Crown Beach (Alameda Co), East Bay Parks District",Crown Sunset Rd.,37.7594,-122.265
Sunshine/Dean at HWY 1 culvert-202SVD015,202SVD015,37.526907,-122.513296
Sunshine/Dean at mouth-202SVD001,202SVD001,37.525805,-122.516608
Sunshine/Dean at Stetson culvert-202SVD002,202SVD002,37.527827,-122.510401
Sunshine/Dean upstream of 1620-202SVD004,202SVD004,37.53125,-122.503633
"Surfers Beach-Surfers Beach, San Mateo",Surfers Beach,37.4804,-122.452
Susan River at Chappuis Lane,637SUSB01,40.38567,-120.45194
Susan River at Commercial Road,637SUS004,40.39705,-120.62122
Susan River at Hwy 36,637SUSB04,40.40277,-120.63123
Susan River at Johnsonville Road,637SUSB03,40.38893,-120.58755
Susan River at Lassen St,637SUS002,40.41374,-120.66476
Susan River at Leavitt Lane,637SUS011,40.3793245,-120.5203303
Susan River nr Litchfield,637SUS001,40.37771,-120.39514
"Susan River, above confluence w/ Willard Cr",637SUS003,40.39603,-120.7814
Sutter Bypass at Karnak,515SUT004,38.78523,-121.65428
Sutter Creek @ Hwy 49,532AMA002,38.3925,-120.8013889
Swauger Ck at Swauger Ck Road crossing,SWA.02,38.36542,-119.34538
"Swauger Cr, below Huntoon Valley",630SWA005,38.29586,-119.30966
Swauger Creek NE of USFS compound,SWA.08,38.27769461,-119.2869554
"Swauger Creek, above Huntoon Valley",630SWA006,38.34283,-119.3231
Sweetwater Canyon Creek Lower,404SMB031,34.03981,-118.67477
Sweetwater River TWAS 1,SR-TWAS-1,32.7328,-116.94
Sycamore Canyon lower,308-SYCAM-32,36.238052,-121.814199
Sycamore Canyon upper,308-SYCAM-31,36.241567,-121.791654
Sycamore Creek - Reference Site Receiving Water,303BIG020-REF,36.2383,-121.816
Sycamore Creek at Punta Gorda,315SCC,34.42087798,-119.66961
Symmes Creek upstream of Foothill Road culvert,SYM.50,36.73733651,-118.2646793
Taboose Creek at footbridge at W end of Taboose Creek Campground,TAB.50,36.9983074,-118.2586162
Tallac Creek abov Hwy 89,634TALB10,38.93505,-120.07861
Tallac Creek at Baldwin Beach,634TALB01,38.9432,-120.069
Tallac Creek at Highway 89,634TALB03,38.935,-120.078
Taylor Creek above Hwy 89,634TAYB10,38.93316,-120.05582
Taylor Lake,715CRTLI1,33.0301,-114.6304
Taylor Park,201LAG210,38.01861,-122.73306
Tecolote Creek @ Bacara Resort access Road,315TCI,34.43402498,-119.915772
Tecolote Creek at Vereda del Padre,GVWTC2,34.4371,-119.91659
Tecolote Creek Lagoon,GVWTC1,34.43199,-119.91747
Tecolote Creek TWAS at Mt. Acadia,TC-TCNP,32.79809,-117.18967
